Model_name	Symbol	Full Name	Short_description	sample_1	sample_2	value_1	value_2	log2(fold_change)	q_value
AT2G30580.1	BMI1A		DREB2A-interacting protein 2	GFP-BRC1	brc1 k.o.	10.1642	7.3294	-0.471724	0.00927865
AT1G59980.1	ARL2	ARG1-like 2	ARG1-like 2	GFP-BRC1	brc1 k.o.	6.14474	4.4323	-0.471295	0.0210375
AT4G35600.2	CST	CAST AWAY	Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	7.73423	5.57886	-0.471288	0.0150451
AT5G22750.1	RAD5		DNA/RNA helicase protein	GFP-BRC1	brc1 k.o.	6.237	4.4991	-0.471217	0.00803027
AT2G44970.2			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	10.4035	7.506405	-0.470874933	0.0241956
AT1G03110.1	AtTRM82		Transducin/WD40 repeat-like superfamily protein	GFP-BRC1	brc1 k.o.	31.2497	22.5616	-0.469971	0.00534253
AT1G72800.1			RNA-binding (RRM/RBD/RNP motifs) family protein	GFP-BRC1	brc1 k.o.	8.031	5.80016	-0.469487	0.0231765
AT5G21910.1				GFP-BRC1	brc1 k.o.	12.8662	9.29366	-0.469268	0.0187001
AT5G13100.1				GFP-BRC1	brc1 k.o.	40.5071	29.2702	-0.468741	0.00364449
AT2G16850.1	PIP2		plasma membrane intrinsic protein 2;8	GFP-BRC1	brc1 k.o.	30.8937	22.3428	-0.467499	0.00534253
AT5G44010.1				GFP-BRC1	brc1 k.o.	9.44953	6.83754	-0.466765	0.01934
AT2G39440.1				GFP-BRC1	brc1 k.o.	13.5907	9.8343	-0.466729	0.0184975
AT2G33845.1			Nucleic acid-binding, OB-fold-like protein	GFP-BRC1	brc1 k.o.	40.6184	29.3949	-0.466568	0.00560331
AT4G37650.1	SGR7	SHOOT GRAVITROPISM 7	GRAS family transcription factor	GFP-BRC1	brc1 k.o.	12.017	8.69681	-0.466517	0.00642754
AT5G05180.2				GFP-BRC1	brc1 k.o.	13.6142	9.85457	-0.466247383	0.0237911
AT2G43375.1			other RNA	GFP-BRC1	brc1 k.o.	6.48992	4.69793	-0.466176	0.0237911
AT3G10840.1			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	17.5205	12.6878	-0.465603	0.00669303
AT1G23980.1			RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	6.88577	4.98733	-0.465348	0.0287855
AT1G30835.1	SADHU1-2	sadhu non-coding retrotransposon 1-2	transposable element gene	GFP-BRC1	brc1 k.o.	13.2215	9.577705	-0.465133957	0.025016
AT5G22110.1	ATDPB2	DNA polymerase epsilon subunit B2	DNA polymerase epsilon subunit B2	GFP-BRC1	brc1 k.o.	8.51355	6.16924	-0.464666	0.0110461
AT4G33580.2	ATBCA5	A. THALIANA BETA CARBONIC ANHYDRASE 5	beta carbonic anhydrase 5	GFP-BRC1	brc1 k.o.	37.21415	26.9688	-0.464559955	0.00902845
AT3G51470.1			Protein phosphatase 2C family protein	GFP-BRC1	brc1 k.o.	9.25492	6.70735	-0.464479	0.0206238
AT1G58400.1			Disease resistance protein (CC-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	3.67533	2.66383	-0.464371	0.0225439
AT1G69360.1			Plant protein of unknown function (DUF863)	GFP-BRC1	brc1 k.o.	5.66957	4.10953	-0.464266	0.00827891
AT5G03300.1	ADK2	adenosine kinase 2	adenosine kinase 2	GFP-BRC1	brc1 k.o.	270.934	196.507	-0.463363	0.00642754
AT4G31000.1			Calmodulin-binding protein	GFP-BRC1	brc1 k.o.	9.150055	6.63648	-0.463362179	0.0150451
AT3G54280.2	ATBTAF1		DNA binding;ATP binding;nucleic acid binding;binding;helicases;ATP binding;DNA binding;helicases	GFP-BRC1	brc1 k.o.	7.2548	5.262825	-0.46309842	0.00642754
AT1G15940.1			Tudor/PWWP/MBT superfamily protein	GFP-BRC1	brc1 k.o.	20.4752	14.8544	-0.462986	0.00422758
AT2G03820.1	AtNMD3		nonsense-mediated mRNA decay NMD3 family protein	GFP-BRC1	brc1 k.o.	112.417	81.569	-0.462769	0.00507035
AT1G71230.1	AJH2		COP9-signalosome 5B	GFP-BRC1	brc1 k.o.	8.364	6.06977	-0.462552	0.0239879
AT3G29180.1			Protein of unknown function (DUF1336)	GFP-BRC1	brc1 k.o.	14.491	10.51685	-0.462454502	0.0112787
AT1G07380.1			Neutral/alkaline non-lysosomal ceramidase	GFP-BRC1	brc1 k.o.	10.5663	7.67208	-0.461783	0.00876587
AT3G16320.1	CDC27a		Tetratricopeptide repeat (TPR)-like superfamily protein	GFP-BRC1	brc1 k.o.	4.49818	3.26632	-0.461674	0.0166772
AT1G26520.1			Cobalamin biosynthesis CobW-like protein	GFP-BRC1	brc1 k.o.	9.66281	7.01746	-0.461493	0.0110461
AT3G21480.1			BRCT domain-containing DNA repair protein	GFP-BRC1	brc1 k.o.	9.31432	6.76516	-0.461328	0.00777715
AT2G22370.1	MED18	mediator 18		GFP-BRC1	brc1 k.o.	16.6327	12.0813	-0.461246	0.0134435
AT1G69310.1	ATWRKY57		WRKY DNA-binding protein 57	GFP-BRC1	brc1 k.o.	6.33398	4.6009	-0.461197	0.0338335
AT3G12600.1	atnudt16	nudix hydrolase homolog 16	nudix hydrolase homolog 16	GFP-BRC1	brc1 k.o.	40.1362	29.15875	-0.460975158	0.0138816
AT4G37660.1			Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein	GFP-BRC1	brc1 k.o.	41.8403	30.3984	-0.460899	0.00560331
AT4G38480.1			Transducin/WD40 repeat-like superfamily protein	GFP-BRC1	brc1 k.o.	8.47167	6.15534	-0.460809	0.0148185
AT3G06350.1	EMB3004	EMBRYO DEFECTIVE 3004	dehydroquinate dehydratase, putative / shikimate dehydrogenase, putative	GFP-BRC1	brc1 k.o.	86.0507	62.5554	-0.460052	0.00560331
AT1G34210.1	ATSERK2		somatic embryogenesis receptor-like kinase 2	GFP-BRC1	brc1 k.o.	18.2184	13.2471	-0.459717	0.00669303
AT4G20880.1			ethylene-responsive nuclear protein / ethylene-regulated nuclear protein (ERT2)	GFP-BRC1	brc1 k.o.	15.1725	11.0348	-0.459395	0.00669303
AT3G58010.1	PGL34	plastoglobulin 34kD	plastoglobulin 34kD	GFP-BRC1	brc1 k.o.	32.988	23.992	-0.459387	0.00695673
AT5G06370.1			NC domain-containing protein-related	GFP-BRC1	brc1 k.o.	31.3166	22.7781	-0.459285	0.00642754
AT5G18770.1			F-box/FBD-like domains containing protein	GFP-BRC1	brc1 k.o.	7.24393	5.26955	-0.459095	0.0191277
AT1G26190.1			Phosphoribulokinase / Uridine kinase family	GFP-BRC1	brc1 k.o.	10.6151	7.72217	-0.459033	0.00827891
AT2G42790.1	CSY3	citrate synthase 3	citrate synthase 3	GFP-BRC1	brc1 k.o.	28.3068	20.5975	-0.458679	0.00749876
AT1G23860.1	At-RSZ21	RS-containing zinc finger protein 21	RS-containing zinc finger protein 21	GFP-BRC1	brc1 k.o.	6.64651	4.836566667	-0.458613713	0.0291742
AT2G37860.3	LCD1	LOWER CELL DENSITY 1	Protein of unknown function (DUF3411)	GFP-BRC1	brc1 k.o.	25.3957	18.48075	-0.458560934	0.029556
AT4G01950.1	ATGPAT3	GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 3	glycerol-3-phosphate acyltransferase 3	GFP-BRC1	brc1 k.o.	19.7946	14.4067	-0.458368	0.00478953
AT4G34250.1	KCS16	3-ketoacyl-CoA synthase 16	3-ketoacyl-CoA synthase 16	GFP-BRC1	brc1 k.o.	14.7108	10.708	-0.45818	0.00953393
AT3G07610.1				GFP-BRC1	brc1 k.o.	8.28716	6.03286	-0.458035	0.0357493
AT1G75840.1	ARAC5	RAC-like GTP binding protein 5	RAC-like GTP binding protein 5	GFP-BRC1	brc1 k.o.	83.4121	60.7551	-0.457251	0.00534253
AT2G02850.1			plantacyanin	GFP-BRC1	brc1 k.o.	14.4323	10.5148	-0.456882	0.0469846
AT2G28260.1			cyclic nucleotide-gated channel 15	GFP-BRC1	brc1 k.o.	3.3124	2.41405	-0.456422	0.0437363
AT5G25090.1	AtENODL13		early nodulin-like protein 13	GFP-BRC1	brc1 k.o.	30.8833	22.5144	-0.455978	0.0129794
AT1G07640.2	OBP2		Dof-type zinc finger DNA-binding family protein	GFP-BRC1	brc1 k.o.	9.440373333	6.883036667	-0.455798719	0.040536
AT3G61760.1			DYNAMIN-like 1B	GFP-BRC1	brc1 k.o.	3.6894	2.69006	-0.455748	0.0407336
AT1G49910.1			Transducin/WD40 repeat-like superfamily protein	GFP-BRC1	brc1 k.o.	6.1529	4.4866	-0.455645	0.0473199
AT3G15150.1	ATMMS21	A. THALIANA METHYL METHANE SULFONATE SENSITIVITY 21	RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	12.7405	9.29057	-0.455581	0.0206238
AT4G01280.1			Homeodomain-like superfamily protein	GFP-BRC1	brc1 k.o.	5.40424	3.9412	-0.455455	0.0422024
AT3G09000.1			proline-rich family protein	GFP-BRC1	brc1 k.o.	19.5668	14.2705	-0.455369	0.00852135
AT2G40550.1	ETG1	E2F target gene 1	E2F target gene 1	GFP-BRC1	brc1 k.o.	19.4879	14.2182	-0.45484	0.00450729
AT5G08780.1			winged-helix DNA-binding transcription factor family protein	GFP-BRC1	brc1 k.o.	12.2462	8.93745	-0.454403	0.0105447
AT4G03560.1	ATCCH1	CALCIUM CHANNEL 1	two-pore  channel 1	GFP-BRC1	brc1 k.o.	83.6361	61.0955	-0.45306	0.00669303
AT3G09310.1				GFP-BRC1	brc1 k.o.	10.6375	7.77092	-0.452998	0.0498453
AT1G73480.1			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	13.6604	9.97996	-0.452893	0.00927865
AT3G56850.1	AREB3	ABA-responsive element binding protein 3	ABA-responsive element binding protein 3	GFP-BRC1	brc1 k.o.	18.5567	13.5575	-0.452852	0.00560331
AT4G26450.1				GFP-BRC1	brc1 k.o.	27.1911	19.8661	-0.452827	0.00642754
AT4G10730.1			Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	28.3893	20.7457	-0.452538	0.007226
AT1G06080.1			delta 9 desaturase 1	GFP-BRC1	brc1 k.o.	6.92734	5.06229	-0.45251	0.0435562
AT1G52500.2	ATFPG-1	A. THALIANA FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE 1	MUTM homolog-1	GFP-BRC1	brc1 k.o.	10.953	8.00692	-0.452	0.0157145
AT2G44580.1			zinc ion binding	GFP-BRC1	brc1 k.o.	8.61323	6.29991	-0.451224	0.024819
AT1G14970.1			O-fucosyltransferase family protein	GFP-BRC1	brc1 k.o.	8.68646	6.35379	-0.451152	0.0143588
AT3G59550.1	ATRAD21.2	SISTER CHROMATID COHESION 1 PROTEIN 3	Rad21/Rec8-like family protein	GFP-BRC1	brc1 k.o.	5.72425	4.18779	-0.450897	0.0173561
AT5G56740.1	HAC07		histone acetyltransferase of the GNAT family 2	GFP-BRC1	brc1 k.o.	25.1534	18.4037	-0.450755	0.00852135
AT1G25510.1			Eukaryotic aspartyl protease family protein	GFP-BRC1	brc1 k.o.	9.39051	6.87455	-0.44994	0.0136782
AT1G03530.1	ATNAF1		nuclear assembly factor 1	GFP-BRC1	brc1 k.o.	24.1942	17.7159	-0.449616	0.00827891
AT1G70550.1			Protein of Unknown Function (DUF239)	GFP-BRC1	brc1 k.o.	3.87725	2.83921	-0.449541	0.0427254
AT1G48850.3	EMB1144	embryo defective 1144	chorismate synthase, putative / 5-enolpyruvylshikimate-3-phosphate phospholyase, putative	GFP-BRC1	brc1 k.o.	54.5305	39.9338	-0.449453022	0.00852135
AT4G15790.1				GFP-BRC1	brc1 k.o.	48.9048	35.829	-0.448848	0.00827891
AT1G35470.2	RanBPM	Ran-binding protein in the microtubule-organizing centre	SPla/RYanodine receptor (SPRY) domain-containing protein	GFP-BRC1	brc1 k.o.	10.90595	7.99063	-0.448734288	0.0152677
AT4G35320.1				GFP-BRC1	brc1 k.o.	43.0904	31.6062	-0.447158	0.010281
AT5G62570.2			Calmodulin binding protein-like	GFP-BRC1	brc1 k.o.	8.039405	5.89986	-0.44640801	0.0191277
AT1G05630.2	5PTASE13	inositol-polyphosphate 5-phosphatase 13	Endonuclease/exonuclease/phosphatase family protein	GFP-BRC1	brc1 k.o.	3.25884	2.39177	-0.446278	0.021469
AT1G10160.1			transposable element gene	GFP-BRC1	brc1 k.o.	2.65289	1.94737	-0.446036	0.0227643
AT5G50370.1			Adenylate kinase family protein	GFP-BRC1	brc1 k.o.	63.0616	46.291	-0.446029	0.00588316
AT5G23710.1			DNA binding;DNA-directed RNA polymerases	GFP-BRC1	brc1 k.o.	30.2457	22.2052	-0.445835	0.00953393
AT2G43780.2				GFP-BRC1	brc1 k.o.	34.4333	25.2867	-0.445428	0.0277925
AT5G09380.1			RNA polymerase III RPC4	GFP-BRC1	brc1 k.o.	19.77	14.5223	-0.445046	0.0187001
AT1G80370.1	CYCA2		Cyclin A2;4	GFP-BRC1	brc1 k.o.	7.38799	5.42787	-0.444794	0.0271726
AT1G61890.1			MATE efflux family protein	GFP-BRC1	brc1 k.o.	28.1153	20.6569	-0.444734	0.00827891
AT2G17990.1				GFP-BRC1	brc1 k.o.	44.3797	32.6098	-0.444595	0.00803027
AT5G20900.1	JAZ12	jasmonate-zim-domain protein 12	jasmonate-zim-domain protein 12	GFP-BRC1	brc1 k.o.	67.1345	49.3384	-0.444345	0.00803027
AT4G23630.1	BTI1	VIRB2-interacting protein 1	VIRB2-interacting protein 1	GFP-BRC1	brc1 k.o.	147.927	108.742	-0.44398	0.00827891
AT5G27330.1			Prefoldin chaperone subunit family protein	GFP-BRC1	brc1 k.o.	43.5086	31.9894	-0.443709	0.00827891
AT5G66480.1				GFP-BRC1	brc1 k.o.	5.13187	3.77457	-0.443174	0.0368276
AT3G46590.3	ATTRP2		TRF-like 1	GFP-BRC1	brc1 k.o.	8.5947	6.3264	-0.442062507	0.0279878
AT5G20510.1	AL5	alfin-like 5	alfin-like 5	GFP-BRC1	brc1 k.o.	14.945	11.0048	-0.441533	0.0233873
AT3G08943.1			ARM repeat superfamily protein	GFP-BRC1	brc1 k.o.	37.7751	27.8282	-0.440887	0.00978178
AT3G08520.1			Ribosomal protein L41 family	GFP-BRC1	brc1 k.o.	13830.7	10189.1	-0.440846	0.0169035
AT5G44250.2			Protein of unknown function DUF829, transmembrane 53	GFP-BRC1	brc1 k.o.	11.2865	8.31561	-0.44071	0.0150451
AT2G40880.1	ATCYSA	cystatin A	cystatin A	GFP-BRC1	brc1 k.o.	110.722	81.581	-0.440636	0.0107972
AT1G62110.1			Mitochondrial transcription termination factor family protein	GFP-BRC1	brc1 k.o.	8.33567	6.14458	-0.439986	0.021469
AT5G07910.1			Leucine-rich repeat (LRR) family protein	GFP-BRC1	brc1 k.o.	17.4167	12.839	-0.439932	0.012229
AT4G24900.1	TTL	TITAN-like		GFP-BRC1	brc1 k.o.	9.70968	7.15801	-0.439866	0.0197615
AT1G18470.2			Transmembrane Fragile-X-F-associated protein	GFP-BRC1	brc1 k.o.	17.20485	12.6857	-0.439612184	0.0132146
AT5G15520.1			Ribosomal protein S19e family protein	GFP-BRC1	brc1 k.o.	71.5878	52.7997	-0.439185	0.0107972
AT3G02920.2			Replication protein A, subunit RPA32	GFP-BRC1	brc1 k.o.	6.81478	5.02741	-0.438852	0.044447
AT5G10380.1			RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	10.2547	7.56645	-0.438593	0.0471591
AT5G26680.2			5'-3' exonuclease family protein	GFP-BRC1	brc1 k.o.	18.8752	13.9277	-0.438537	0.017814
AT1G79660.1				GFP-BRC1	brc1 k.o.	46.9712	34.6613	-0.438451	0.0150451
AT5G08360.1			Protein of unknown function (DUF789)	GFP-BRC1	brc1 k.o.	12.2716	9.05564	-0.438439	0.0357493
AT5G13430.1			Ubiquinol-cytochrome C reductase iron-sulfur subunit	GFP-BRC1	brc1 k.o.	147.321	108.728	-0.438248	0.00695673
AT3G19970.1			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	7.61442	5.61999	-0.438167	0.0227643
AT2G22910.1	NAGS1	N-acetyl-l-glutamate synthase 1	N-acetyl-l-glutamate synthase 1	GFP-BRC1	brc1 k.o.	19.6616	14.512	-0.438135	0.00827891
AT2G17640.1			Trimeric LpxA-like enzymes superfamily protein	GFP-BRC1	brc1 k.o.	8.14861	6.01535	-0.437906	0.029746
AT5G14530.1			Transducin/WD40 repeat-like superfamily protein	GFP-BRC1	brc1 k.o.	13.6772	10.0988	-0.437597	0.0225439
AT3G55840.1			Hs1pro-1 protein	GFP-BRC1	brc1 k.o.	5.20175	3.84096	-0.437528	0.0407336
AT1G76550.1			Phosphofructokinase family protein	GFP-BRC1	brc1 k.o.	42.3986	31.3072	-0.437521	0.00695673
AT4G21900.1	PRORP3	proteinaceous RNase P 3	proteinaceous RNase P 3	GFP-BRC1	brc1 k.o.	13.7047	10.1197	-0.437504	0.0119796
AT3G02070.1			Cysteine proteinases superfamily protein	GFP-BRC1	brc1 k.o.	18.0195	13.3079	-0.437279	0.0164326
AT2G32320.2			tRNAHis guanylyltransferase	GFP-BRC1	brc1 k.o.	5.46026	4.03273	-0.437212	0.0268108
AT1G66620.1			Protein with RING/U-box and TRAF-like domains	GFP-BRC1	brc1 k.o.	13.6218	10.061	-0.43714	0.021912
AT5G67560.1	ARLA1D	ADP-ribosylation factor-like A1D	ADP-ribosylation factor-like A1D	GFP-BRC1	brc1 k.o.	66.1297	48.8502	-0.436935	0.00953393
AT4G12730.1	FLA2	FASCICLIN-like arabinogalactan 2	FASCICLIN-like arabinogalactan 2	GFP-BRC1	brc1 k.o.	131.967	97.5401	-0.436107	0.0119796
AT1G67060.1				GFP-BRC1	brc1 k.o.	23.3709	17.2749	-0.436041	0.0150451
AT2G47800.1	ABCC4	ATP-binding cassette C4	multidrug resistance-associated protein 4	GFP-BRC1	brc1 k.o.	12.6682	9.3667	-0.435597	0.010281
AT3G09680.1			Ribosomal protein S12/S23 family protein	GFP-BRC1	brc1 k.o.	48.2303	35.668	-0.435311	0.0132146
AT5G19450.2	CDPK19	calcium-dependent protein kinase 19	calcium-dependent protein kinase 19	GFP-BRC1	brc1 k.o.	19.82205	14.66085	-0.435137424	0.021469
AT2G36200.1				GFP-BRC1	brc1 k.o.	6.86114	5.07667	-0.434566	0.0239879
AT4G04692.1				GFP-BRC1	brc1 k.o.	37.78105	27.95845	-0.434378416	0.0256231
AT1G27930.1			Protein of unknown function (DUF579)	GFP-BRC1	brc1 k.o.	65.9775	48.8272	-0.434288	0.00669303
AT5G44200.2	ATCBP20		CAP-binding protein 20	GFP-BRC1	brc1 k.o.	25.4352	18.8262	-0.434084612	0.01934
AT3G25770.1	AOC2	allene oxide cyclase 2	allene oxide cyclase 2	GFP-BRC1	brc1 k.o.	291.072	215.695	-0.432383	0.0161902
AT1G70580.2	AOAT2	alanine-2-oxoglutarate aminotransferase 2	alanine-2-oxoglutarate aminotransferase 2	GFP-BRC1	brc1 k.o.	8.15464	6.043255	-0.432295369	0.0392379
AT3G05740.1			RECQ helicase l1	GFP-BRC1	brc1 k.o.	4.43722	3.28846	-0.432243	0.0427254
AT3G61870.2				GFP-BRC1	brc1 k.o.	55.1854	40.90005	-0.432184027	0.0223489
AT2G19600.1	ATKEA4	K+ efflux antiporter 4	K+ efflux antiporter 4	GFP-BRC1	brc1 k.o.	16.9667	12.5808	-0.431483	0.0124794
AT5G20930.1	TSL	TOUSLED	Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	12.5569	9.31794	-0.430393	0.0117399
AT4G34050.1	CCoAOMT1	caffeoyl coenzyme A O-methyltransferase 1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	GFP-BRC1	brc1 k.o.	531.745	394.624	-0.430255863	0.0244147
AT1G04020.2	ATBARD1		breast cancer associated RING 1	GFP-BRC1	brc1 k.o.	4.73629	3.5153	-0.43011	0.029746
AT1G60420.1			DC1 domain-containing protein	GFP-BRC1	brc1 k.o.	46.8767	34.7933	-0.430065	0.00953393
AT3G07460.1			Protein of unknown function, DUF538	GFP-BRC1	brc1 k.o.	104.11985	77.2916	-0.429861602	0.0141207
AT1G01950.1	ARK2	armadillo repeat kinesin 2	armadillo repeat kinesin 2	GFP-BRC1	brc1 k.o.	4.265565	3.166565	-0.429818154	0.029556
AT5G11280.1				GFP-BRC1	brc1 k.o.	48.4876	36.0136	-0.429073	0.00978178
AT1G10290.1	ADL6	dynamin-like protein 6	dynamin-like protein 6	GFP-BRC1	brc1 k.o.	54.4259	40.4284	-0.428925	0.0117399
AT1G18840.1	IQD30	IQ-domain 30	IQ-domain 30	GFP-BRC1	brc1 k.o.	12.00125	8.918405	-0.428327057	0.0187001
AT3G22680.1	RDM1	RNA-DIRECTED DNA METHYLATION 1	RNA-DIRECTED DNA METHYLATION 1	GFP-BRC1	brc1 k.o.	35.0235	26.0276	-0.428278	0.0171288
AT5G08630.1			DDT domain-containing protein	GFP-BRC1	brc1 k.o.	12.6536	9.4121	-0.426963	0.0107972
AT1G59660.1			Nucleoporin autopeptidase	GFP-BRC1	brc1 k.o.	5.73084	4.26396	-0.426555	0.020179
AT1G22330.1			RNA-binding (RRM/RBD/RNP motifs) family protein	GFP-BRC1	brc1 k.o.	23.9104	17.7932	-0.426311	0.010281
AT5G03070.1	IMPA-9	importin alpha isoform 9	importin alpha isoform 9	GFP-BRC1	brc1 k.o.	11.2159	8.3478	-0.426073	0.0187001
AT1G08450.1	AtCRT3	A. thaliana calreticulin 3	calreticulin 3	GFP-BRC1	brc1 k.o.	22.0303	16.39796667	-0.425972208	0.0171288
AT3G50910.1				GFP-BRC1	brc1 k.o.	36.366	27.0815	-0.425284	0.0141207
AT3G24480.1			Leucine-rich repeat (LRR) family protein	GFP-BRC1	brc1 k.o.	73.466	54.7207	-0.424989	0.0119796
AT3G20800.1			Cell differentiation, Rcd1-like protein	GFP-BRC1	brc1 k.o.	46.918	34.9529	-0.424731	0.0124794
AT5G04110.1	GYRB3	DNA GYRASE B3	DNA GYRASE B3	GFP-BRC1	brc1 k.o.	7.60208	5.66349	-0.424702	0.026412
AT1G67810.1	SUFE2	sulfur E2	sulfur E2	GFP-BRC1	brc1 k.o.	37.0509	27.6064	-0.424509	0.0223489
AT3G15010.1			RNA-binding (RRM/RBD/RNP motifs) family protein	GFP-BRC1	brc1 k.o.	25.0177	18.6435	-0.424275	0.0164326
AT4G10270.1			Wound-responsive family protein	GFP-BRC1	brc1 k.o.	36.3953	27.1259	-0.424082	0.0364737
AT5G17620.1		augmin subunit 7		GFP-BRC1	brc1 k.o.	20.3687	15.1881	-0.423409	0.0187001
AT2G27580.1			A20/AN1-like zinc finger family protein	GFP-BRC1	brc1 k.o.	22.72825	16.95045	-0.423163031	0.0315121
AT2G12462.1				GFP-BRC1	brc1 k.o.	20.5826	15.352	-0.422994	0.0241956
AT1G10590.1			Nucleic acid-binding, OB-fold-like protein	GFP-BRC1	brc1 k.o.	69.76936667	52.04303333	-0.422888685	0.0299354
AT4G02500.1	ATXT2	ARABIDOPSIS THALIANA UDP-XYLOSYLTRANSFERASE 2	UDP-xylosyltransferase 2	GFP-BRC1	brc1 k.o.	87.16	65.0154	-0.422885	0.0134435
AT5G11760.1				GFP-BRC1	brc1 k.o.	61.5825	45.9367	-0.422875	0.0110461
AT4G12620.1	ATORC1B		origin of replication complex 1B	GFP-BRC1	brc1 k.o.	8.03245	5.99309	-0.422541	0.0157145
AT1G05780.1			Vacuolar ATPase assembly integral membrane protein VMA21-like domain	GFP-BRC1	brc1 k.o.	18.3306	13.6811	-0.422069	0.0395964
AT1G14820.1			Sec14p-like phosphatidylinositol transfer family protein	GFP-BRC1	brc1 k.o.	9.482695	7.07768	-0.422020599	0.0464068
AT1G05150.1			Calcium-binding tetratricopeptide family protein	GFP-BRC1	brc1 k.o.	20.7568	15.4978	-0.42152	0.0117399
AT3G23810.1	ATSAHH2	S-ADENOSYL-L-HOMOCYSTEINE (SAH) HYDROLASE 2	S-adenosyl-l-homocysteine (SAH) hydrolase 2	GFP-BRC1	brc1 k.o.	405.398	302.708	-0.421415	0.0206238
AT3G11330.1	PIRL9	plant intracellular ras group-related LRR 9	plant intracellular ras group-related LRR 9	GFP-BRC1	brc1 k.o.	46.978	35.087	-0.421049	0.0141207
AT2G17900.1			SET domain group 37	GFP-BRC1	brc1 k.o.	7.35005	5.49205	-0.420409	0.0381417
AT1G33990.1	ATMES14	METHYL ESTERASE 14	methyl esterase 14	GFP-BRC1	brc1 k.o.	72.4525	54.1457	-0.420189	0.0138816
AT3G08947.1			ARM repeat superfamily protein	GFP-BRC1	brc1 k.o.	12.8128	9.57766	-0.41984	0.012229
AT3G21110.2	ATPURC		purin 7	GFP-BRC1	brc1 k.o.	17.57125	13.13575	-0.419718252	0.0154917
AT3G62300.1	ATDUF7	DOMAIN OF UNKNOWN FUNCTION 724 7	DOMAIN OF UNKNOWN FUNCTION 724 7	GFP-BRC1	brc1 k.o.	10.8005	8.074185	-0.419709554	0.0152677
AT3G09770.1	AIRP3	ABA insensitive RING protein 3	RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	14.391	10.759545	-0.419549775	0.0392379
AT1G14170.3			RNA-binding KH domain-containing protein	GFP-BRC1	brc1 k.o.	9.87718	7.386195	-0.419267851	0.0233873
AT1G77260.1			S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	GFP-BRC1	brc1 k.o.	20.7075	15.4875	-0.419054	0.012229
AT3G56870.1				GFP-BRC1	brc1 k.o.	5.65177	4.22712	-0.419028	0.0269835
AT5G59480.2			Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	GFP-BRC1	brc1 k.o.	12.7584	9.54258	-0.419001	0.0273739
AT3G16170.1	AAE13	acyl activating enzyme 13	AMP-dependent synthetase and ligase family protein	GFP-BRC1	brc1 k.o.	16.9308	12.6661	-0.418676	0.0175794
AT5G16990.1			Zinc-binding dehydrogenase family protein	GFP-BRC1	brc1 k.o.	26.8106	20.062	-0.418339	0.014588
AT4G35140.1			Transducin/WD40 repeat-like superfamily protein	GFP-BRC1	brc1 k.o.	8.07312	6.04181	-0.418147	0.0277925
AT1G51140.1	FBH3	FLOWERING BHLH 3	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	GFP-BRC1	brc1 k.o.	10.7971	8.08351	-0.417589	0.0252164
AT3G62460.1			Putative endonuclease or glycosyl hydrolase	GFP-BRC1	brc1 k.o.	85.7952	64.2453	-0.417306	0.0143588
AT3G12860.1			NOP56-like pre RNA processing ribonucleoprotein	GFP-BRC1	brc1 k.o.	21.0759	15.7825	-0.417269	0.0154917
AT5G63960.1				GFP-BRC1	brc1 k.o.	5.6263	4.21452	-0.416818	0.0309358
AT4G32570.1	TIFY8	TIFY domain protein 8	TIFY domain protein 8	GFP-BRC1	brc1 k.o.	40.9767	30.6957	-0.416768	0.017814
AT3G22220.2			hAT transposon superfamily	GFP-BRC1	brc1 k.o.	6.76315	5.066925	-0.416584877	0.0237911
AT5G64200.1	At-SC35	ortholog of human splicing factor SC35	ortholog of human splicing factor SC35	GFP-BRC1	brc1 k.o.	27.3648	20.50515	-0.416335015	0.0138816
AT1G01650.1	ATSPPL4	ARABIDOPSIS THALIANA SIGNAL PEPTIDE PEPTIDASE-LIKE 4	SIGNAL PEPTIDE PEPTIDASE-LIKE 4	GFP-BRC1	brc1 k.o.	11.1266	8.339855	-0.415918604	0.021469
AT5G14280.1			DNA-binding storekeeper protein-related	GFP-BRC1	brc1 k.o.	12.3243	9.24275	-0.415112	0.0182778
